,lables
17929,0
17930,4
17931,0
17932,6
17933,4
17934,7
17935,9
17936,8
17937,1
17938,9
17939,4
17940,0
17941,1
17942,1
17943,4
17944,2
17945,7
17946,3
17947,8
17948,4
17949,8
17950,5
17951,8
17952,6
17953,4
17954,7
17955,0
17956,8
17957,9
17958,9
17959,1
17960,7
17961,7
17962,7
17963,1
17964,1
17965,3
17966,3
17967,0
17968,7
17969,4
17970,5
17971,9
17972,2
17973,7
17974,8
17975,4
17976,0
17977,9
17978,7
17979,6
17980,5
17981,6
17982,9
17983,1
17984,6
17985,1
17986,0
17987,3
17988,9
17989,8
17990,4
17991,2
17992,3
17993,9
17994,2
17995,6
17996,3
17997,6
17998,8
17999,4
18000,3
18001,7
18002,2
18003,3
18004,5
18005,7
18006,3
18007,4
18008,9
18009,2
18010,4
18011,8
18012,1
18013,8
18014,9
18015,1
18016,2
18017,5
18018,1
18019,7
18020,9
18021,0
18022,6
18023,9
18024,7
18025,4
18026,9
18027,0
18028,0
18029,3
18030,4
18031,6
18032,6
18033,6
18034,1
18035,2
18036,7
18037,2
18038,3
18039,2
18040,8
18041,0
18042,9
18043,3
18044,6
18045,7
18046,8
18047,7
18048,3
18049,1
18050,9
18051,6
18052,1
18053,4
18054,0
18055,4
18056,9
18057,6
18058,3
18059,9
18060,3
18061,4
18062,6
18063,0
18064,2
18065,7
18066,5
18067,6
18068,3
18069,1
18070,4
18071,1
18072,0
18073,1
18074,1
18075,6
18076,2
18077,8
18078,3
18079,5
18080,4
18081,9
18082,5
18083,2
18084,6
18085,7
18086,7
18087,4
18088,8
18089,5
18090,9
18091,4
18092,0
18093,6
18094,1
18095,6
18096,2
18097,4
18098,3
18099,7
18100,4
18101,0
18102,5
18103,8
18104,6
18105,9
18106,7
18107,3
18108,8
18109,2
18110,9
18111,0
18112,0
18113,8
18114,1
18115,1
18116,2
18117,9
18118,3
18119,3
18120,4
18121,7
18122,5
18123,0
18124,6
18125,8
18126,7
18127,6
18128,8
18129,8
18130,9
18131,0
18132,4
18133,6
18134,2
18135,4
18136,0
18137,9
18138,2
18139,6
18140,5
18141,7
18142,9
18143,6
18144,4
18145,9
18146,2
18147,1
18148,6
18149,8
18150,5
18151,7
18152,9
18153,6
18154,3
18155,8
18156,5
18157,2
18158,0
18159,7
18160,7
18161,5
18162,1
18163,2
18164,1
18165,9
18166,5
18167,6
18168,3
18169,7
18170,0
18171,5
18172,7
18173,1
18174,9
18175,1
18176,6
18177,0
18178,1
18179,4
18180,6
18181,1
18182,7
18183,4
18184,4
18185,5
18186,9
18187,1
18188,5
18189,4
18190,7
18191,2
18192,9
18193,6
18194,8
18195,1
18196,5
18197,2
18198,6
18199,4
18200,2
18201,4
18202,4
18203,7
18204,8
18205,2
18206,1
18207,0
18208,5
18209,2
18210,9
18211,0
18212,2
18213,8
18214,2
18215,2
18216,8
18217,3
18218,0
18219,6
18220,6
18221,0
18222,4
18223,2
18224,3
18225,1
18226,3
18227,9
18228,1
18229,2
18230,2
18231,0
18232,4
18233,5
18234,1
18235,2
18236,5
18237,6
18238,8
18239,3
18240,9
18241,8
18242,3
18243,3
18244,4
18245,4
18246,0
18247,5
18248,3
18249,6
18250,9
18251,3
18252,0
18253,5
18254,2
18255,1
18256,7
18257,1
18258,1
18259,2
18260,1
18261,6
18262,0
18263,2
18264,7
18265,1
18266,6
18267,3
18268,7
18269,1
18270,6
18271,8
18272,0
18273,3
18274,6
18275,5
18276,9
18277,0
18278,4
18279,3
18280,8
18281,1
18282,4
18283,0
18284,3
18285,1
18286,3
18287,8
18288,7
18289,2
18290,8
18291,6
18292,1
18293,4
18294,0
18295,9
18296,4
18297,5
18298,3
18299,2
18300,0
18301,6
18302,6
18303,1
18304,8
18305,4
18306,3
18307,4
18308,7
18309,8
18310,8
18311,6
18312,5
18313,1
18314,7
18315,1
18316,8
18317,2
18318,0
18319,7
18320,1
18321,7
18322,2
18323,0
18324,3
18325,5
18326,4
18327,6
18328,5
18329,6
18330,6
18331,4
18332,7
18333,8
18334,8
18335,6
18336,0
18337,8
18338,1
18339,5
18340,2
18341,5
18342,3
18343,6
18344,4
18345,7
18346,5
18347,8
18348,6
18349,9
18350,7
18351,1
18352,8
18353,6
18354,9
18355,2
18356,0
18357,7
18358,1
18359,1
18360,2
18361,4
18362,3
18363,5
18364,4
18365,5
18366,7
18367,8
18368,8
18369,2
18370,0
18371,1
18372,8
18373,9
18374,3
18375,6
18376,9
18377,8
18378,5
18379,3
18380,6
18381,9
18382,8
18383,1
18384,4
18385,2
18386,9
18387,6
18388,1
18389,3
18390,7
18391,7
18392,1
18393,2
18394,2
18395,8
18396,3
18397,4
18398,5
18399,1
18400,9
18401,7
18402,6
18403,5
18404,9
18405,8
18406,1
18407,7
18408,1
18409,7
18410,1
18411,0
18412,2
18413,8
18414,9
18415,5
18416,5
18417,5
18418,8
18419,4
18420,1
18421,6
18422,2
18423,0
18424,0
18425,3
18426,7
18427,6
18428,7
18429,6
18430,5
18431,6
18432,8
18433,8
18434,2
18435,4
18436,9
18437,4
18438,8
18439,5
18440,9
18441,1
18442,0
18443,1
18444,4
18445,5
18446,6
18447,9
18448,7
18449,8
18450,1
18451,1
18452,3
18453,2
18454,4
18455,5
18456,5
18457,9
18458,6
18459,2
18460,0
18461,0
18462,3
18463,0
18464,6
18465,8
18466,8
18467,1
18468,7
18469,5
18470,0
18471,7
18472,4
18473,1
18474,9
18475,5
18476,3
18477,8
18478,7
18479,2
18480,5
18481,1
18482,4
18483,4
18484,3
18485,0
18486,4
18487,1
18488,2
18489,4
18490,8
18491,1
18492,1
18493,7
18494,5
18495,4
18496,1
18497,7
18498,2
18499,9
18500,4
18501,7
18502,3
18503,4
18504,0
18505,9
18506,0
18507,5
18508,0
18509,9
18510,5
18511,4
18512,7
18513,2
18514,0
18515,1
18516,6
18517,5
18518,4
18519,6
18520,8
18521,3
18522,8
18523,1
18524,6
18525,2
18526,3
18527,3
18528,9
18529,6
18530,9
18531,7
18532,8
18533,7
18534,2
18535,6
18536,7
18537,0
18538,7
18539,1
18540,1
18541,3
18542,0
18543,2
18544,1
18545,1
18546,2
18547,6
18548,3
18549,5
18550,4
18551,9
18552,5
18553,9
18554,6
18555,7
18556,7
18557,9
18558,8
18559,4
18560,9
18561,9
18562,0
18563,0
18564,1
18565,2
18566,2
18567,1
18568,3
18569,4
18570,4
18571,0
18572,5
18573,8
18574,6
18575,6
18576,8
18577,4
18578,9
18579,8
18580,0
18581,4
18582,1
18583,3
18584,2
18585,0
18586,3
18587,3
18588,4
18589,0
18590,5
18591,4
18592,6
18593,5
18594,8
18595,4
18596,7
18597,9
18598,0
18599,5
18600,4
18601,9
18602,0
18603,4
18604,6
18605,0
18606,4
18607,6
18608,7
18609,9
18610,6
18611,3
18612,2
18613,8
18614,3
18615,7
18616,4
18617,8
18618,8
18619,2
18620,7
18621,2
18622,8
18623,9
18624,6
18625,3
18626,3
18627,9
18628,8
18629,3
18630,2
18631,2
18632,2
18633,2
18634,8
18635,4
18636,4
18637,4
18638,5
18639,1
18640,0
18641,8
18642,2
18643,8
18644,0
18645,3
18646,1
18647,7
18648,1
18649,0
18650,2
18651,6
18652,9
18653,4
18654,6
18655,1
18656,8
18657,0
18658,1
18659,8
18660,2
18661,2
18662,1
18663,1
18664,0
18665,9
18666,6
18667,9
18668,9
18669,6
18670,7
18671,6
18672,5
18673,8
18674,3
18675,5
18676,9
18677,6
18678,3
18679,9
18680,7
18681,7
18682,1
18683,2
18684,8
18685,4
18686,3
18687,9
18688,8
18689,8
18690,7
18691,1
18692,2
18693,9
18694,1
18695,5
18696,9
18697,9
18698,5
18699,9
18700,5
18701,6
18702,0
18703,6
18704,1
18705,7
18706,1
18707,4
18708,9
18709,8
18710,8
18711,0
18712,2
18713,8
18714,0
18715,6
18716,4
18717,0
18718,5
18719,7
18720,6
18721,9
18722,5
18723,4
18724,0
18725,4
18726,3
18727,9
18728,7
18729,4
18730,9
18731,6
18732,9
18733,7
18734,3
18735,7
18736,0
18737,9
18738,3
18739,8
18740,1
18741,3
18742,0
18743,9
18744,4
18745,9
18746,9
18747,2
18748,5
18749,0
18750,4
18751,3
18752,7
18753,7
18754,9
18755,9
18756,7
18757,1
18758,0
18759,1
18760,1
18761,8
18762,2
18763,2
18764,3
18765,3
18766,4
18767,1
18768,5
18769,3
18770,6
18771,6
18772,7
18773,8
18774,8
18775,2
18776,9
18777,5
18778,0
18779,2
18780,1
18781,5
18782,2
18783,7
18784,3
18785,9
18786,4
18787,6
18788,5
18789,1
18790,6
18791,1
18792,7
18793,0
18794,8
18795,3
18796,9
18797,8
18798,0
18799,1
18800,1
18801,3
18802,2
18803,2
18804,3
18805,1
18806,4
18807,5
18808,7
18809,7
18810,8
18811,3
18812,9
18813,3
18814,2
18815,7
18816,2
18817,7
18818,7
18819,9
18820,6
18821,5
18822,4
18823,7
18824,7
18825,3
18826,3
18827,9
18828,5
18829,1
18830,4
18831,0
18832,1
18833,7
18834,8
18835,0
18836,0
18837,6
18838,5
18839,3
18840,2
18841,9
18842,7
18843,7
18844,2
18845,4
18846,3
18847,6
18848,6
18849,2
18850,2
18851,1
18852,1
18853,4
18854,7
18855,8
18856,7
18857,0
18858,9
18859,9
18860,9
18861,3
18862,1
18863,2
18864,2
18865,4
18866,4
18867,0
18868,6
18869,1
18870,7
18871,8
18872,7
18873,9
18874,5
18875,7
18876,4
18877,0
18878,5
18879,1
18880,0
18881,5
18882,9
18883,8
18884,9
18885,1
18886,8
18887,4
18888,0
18889,8
18890,2
18891,0
18892,0
18893,7
18894,3
18895,0
18896,5
18897,4
18898,1
18899,2
18900,8
18901,8
18902,6
18903,6
18904,4
18905,1
18906,6
18907,6
18908,0
18909,7
18910,6
18911,1
18912,4
18913,0
18914,3
18915,9
18916,9
18917,1
18918,3
18919,3
18920,0
18921,2
18922,0
18923,3
18924,5
18925,0
18926,2
18927,9
18928,5
18929,2
18930,8
18931,5
18932,8
18933,5
18934,9
18935,0
18936,4
18937,5
18938,3
18939,1
18940,4
18941,1
18942,2
18943,9
18944,8
18945,2
18946,5
18947,3
18948,5
18949,7
18950,7
18951,8
18952,1
18953,4
18954,3
18955,6
18956,6
18957,1
18958,9
18959,3
18960,4
18961,7
18962,1
18963,3
18964,3
18965,7
18966,8
18967,5
18968,7
18969,0
18970,6
18971,2
18972,9
18973,3
18974,3
18975,9
18976,3
18977,2
18978,7
18979,1
18980,4
18981,6
18982,1
18983,9
18984,9
18985,3
18986,1
18987,4
18988,0
18989,4
18990,0
18991,3
18992,1
18993,8
18994,2
18995,9
18996,3
18997,2
18998,4
18999,8
19000,5
19001,6
19002,7
19003,0
19004,8
19005,0
19006,9
19007,0
19008,0
19009,1
19010,1
19011,0
19012,2
19013,3
19014,3
19015,3
19016,4
19017,1
19018,5
19019,5
19020,6
19021,5
19022,7
19023,9
19024,8
19025,4
19026,0
19027,2
19028,1
19029,9
19030,2
19031,4
19032,4
19033,4
19034,5
19035,1
19036,6
19037,0
19038,7
19039,6
19040,8
19041,9
19042,8
19043,4
19044,9
19045,8
19046,9
19047,6
19048,0
19049,7
19050,1
19051,8
19052,2
19053,7
19054,4
19055,5
19056,7
19057,1
19058,4
19059,0
19060,0
19061,6
19062,3
19063,4
19064,8
19065,6
19066,8
19067,1
19068,2
19069,1
19070,1
19071,0
19072,7
19073,0
19074,3
19075,4
19076,5
19077,5
19078,8
19079,0
19080,5
19081,0
19082,5
19083,2
19084,9
19085,7
19086,2
19087,4
19088,5
19089,1
19090,1
19091,3
19092,1
19093,1
19094,6
19095,1
19096,2
19097,9
19098,1
19099,1
19100,3
19101,1
19102,8
19103,0
19104,6
19105,5
19106,4
19107,5
19108,9
19109,3
19110,4
19111,4
19112,9
19113,3
19114,2
19115,3
19116,0
19117,6
19118,0
19119,9
19120,4
19121,1
19122,4
19123,8
19124,6
19125,9
19126,0
19127,8
19128,2
19129,5
19130,8
19131,2
19132,0
19133,6
19134,6
19135,1
19136,8
19137,4
19138,1
19139,9
19140,7
19141,6
19142,9
19143,9
19144,1
19145,9
19146,9
19147,8
19148,2
19149,1
19150,6
19151,2
19152,7
19153,2
19154,6
19155,0
19156,6
19157,1
19158,8
19159,5
19160,4
19161,5
19162,9
19163,7
19164,2
19165,0
19166,1
19167,1
19168,3
19169,5
19170,0
19171,7
19172,5
19173,5
19174,5
19175,1
19176,8
19177,9
19178,0
19179,0
19180,3
19181,8
19182,7
19183,7
19184,9
19185,5
19186,7
19187,1
19188,0
19189,9
19190,2
19191,4
19192,7
19193,8
19194,3
19195,6
19196,6
19197,4
19198,7
19199,3
19200,8
19201,4
19202,0
19203,8
19204,3
19205,6
19206,5
19207,6
19208,0
19209,2
19210,1
19211,9
19212,2
19213,8
19214,3
19215,0
19216,4
19217,6
19218,5
19219,9
19220,7
19221,3
19222,8
19223,8
19224,0
19225,7
19226,1
19227,6
19228,2
19229,3
19230,3
19231,2
19232,4
19233,3
19234,7
19235,5
19236,8
19237,3
19238,9
19239,0
19240,0
19241,8
19242,1
19243,9
19244,2
19245,3
19246,3
19247,2
19248,4
19249,3
19250,7
19251,4
19252,8
19253,9
19254,9
19255,9
19256,7
19257,0
19258,7
19259,7
19260,0
19261,7
19262,3
19263,3
19264,1
19265,3
19266,8
19267,9
19268,9
19269,7
19270,2
19271,6
19272,1
19273,6
19274,8
19275,6
19276,6
19277,1
19278,5
19279,3
19280,4
19281,1
19282,7
19283,7
19284,3
19285,4
19286,4
19287,5
19288,1
19289,6
19290,8
19291,0
19292,6
19293,4
19294,9
19295,2
19296,1
19297,6
19298,4
19299,9
19300,5
19301,3
19302,0
19303,1
19304,1
19305,5
19306,3
19307,0
19308,6
19309,9
19310,4
19311,7
19312,8
19313,2
19314,9
19315,6
19316,8
19317,5
19318,5
19319,9
19320,2
19321,9
19322,1
19323,2
19324,0
19325,3
19326,7
19327,5
19328,6
19329,6
19330,6
19331,6
19332,3
19333,7
19334,3
19335,2
19336,3
19337,3
19338,1
19339,4
19340,7
19341,3
19342,2
19343,7
19344,2
19345,1
19346,3
19347,3
19348,6
19349,8
19350,8
19351,7
19352,5
19353,5
19354,1
19355,6
19356,4
19357,8
19358,9
19359,0
19360,0
19361,8
19362,6
19363,5
19364,8
19365,5
19366,8
19367,3
19368,0
19369,7
19370,8
19371,7
19372,2
19373,5
19374,4
19375,0
19376,3
19377,4
19378,7
19379,4
19380,1
19381,6
19382,7
19383,6
19384,6
19385,3
19386,9
19387,1
19388,4
19389,5
19390,2
19391,8
19392,9
19393,1
19394,9
19395,5
19396,2
19397,5
19398,0
19399,1
19400,4
19401,2
19402,9
19403,4
19404,4
19405,4
19406,0
19407,6
19408,7
19409,1
19410,1
19411,9
19412,3
19413,4
19414,2
19415,7
19416,9
19417,4
19418,0
19419,1
19420,1
19421,5
19422,2
19423,7
19424,3
19425,6
19426,4
19427,9
19428,5
19429,5
19430,6
19431,2
19432,7
19433,7
19434,8
19435,5
19436,9
19437,3
19438,0
19439,1
19440,1
19441,3
19442,2
19443,2
19444,3
19445,1
19446,4
19447,7
19448,5
19449,2
19450,6
19451,1
19452,7
19453,0
19454,8
19455,5
19456,9
19457,8
19458,0
19459,8
19460,1
19461,6
19462,2
19463,6
19464,3
19465,2
19466,4
19467,2
19468,5
19469,8
19470,6
19471,5
19472,7
19473,3
19474,8
19475,5
19476,9
19477,4
19478,7
19479,0
19480,6
19481,1
19482,4
19483,4
19484,0
19485,1
19486,5
19487,6
19488,8
19489,0
19490,0
19491,0
19492,7
19493,9
19494,3
19495,6
19496,5
19497,4
19498,4
19499,3
19500,3
19501,2
19502,6
19503,0
19504,2
19505,5
19506,1
19507,2
19508,7
19509,1
19510,7
19511,9
19512,9
19513,4
19514,9
19515,1
19516,1
19517,3
19518,2
19519,4
19520,4
19521,4
19522,6
19523,2
19524,7
19525,1
19526,7
19527,1
19528,5
19529,6
19530,4
19531,6
19532,5
19533,7
19534,0
19535,3
19536,9
19537,8
19538,9
19539,8
19540,8
19541,0
19542,0
19543,1
19544,2
19545,9
19546,0
19547,3
19548,3
19549,0
19550,5
19551,1
19552,6
19553,0
19554,1
19555,2
19556,8
19557,9
19558,6
19559,9
19560,4
19561,6
19562,6
19563,4
19564,0
19565,8
19566,9
19567,2
19568,2
19569,8
19570,6
19571,7
19572,4
19573,7
19574,3
19575,9
19576,9
19577,5
19578,3
19579,7
19580,0
19581,8
19582,0
19583,0
19584,5
19585,9
19586,2
19587,0
19588,5
19589,5
19590,8
19591,7
19592,8
19593,0
19594,8
19595,9
19596,9
19597,1
19598,4
19599,8
19600,3
19601,2
19602,8
19603,0
19604,8
19605,2
19606,5
19607,4
19608,5
19609,5
19610,7
19611,0
19612,1
19613,1
19614,3
19615,9
19616,6
19617,8
19618,9
19619,3
19620,4
19621,1
19622,1
19623,6
19624,7
19625,1
19626,6
19627,0
19628,9
19629,1
19630,3
19631,2
19632,3
19633,4
19634,7
19635,7
19636,4
19637,5
19638,1
19639,1
19640,9
19641,7
19642,1
19643,9
19644,0
19645,0
19646,6
19647,7
19648,0
19649,8
19650,1
19651,1
19652,2
19653,2
19654,3
19655,6
19656,4
19657,7
19658,5
19659,3
19660,6
19661,8
19662,7
19663,0
19664,8
19665,4
19666,9
19667,7
19668,0
19669,5
19670,1
19671,4
19672,2
19673,1
19674,3
19675,5
19676,4
19677,6
19678,5
19679,2
19680,6
19681,0
19682,7
19683,6
19684,8
19685,0
19686,9
19687,2
19688,0
19689,9
19690,1
19691,8
19692,2
19693,2
19694,3
19695,9
19696,4
19697,6
19698,5
19699,4
19700,6
19701,5
19702,7
19703,7
19704,8
19705,5
19706,9
19707,3
19708,0
19709,6
19710,8
19711,6
19712,3
19713,0
19714,9
19715,8
19716,5
19717,9
19718,5
19719,8
19720,2
19721,6
19722,6
19723,1
19724,8
19725,0
19726,4
19727,9
19728,9
19729,9
19730,1
19731,0
19732,7
19733,3
19734,1
19735,3
19736,2
19737,0
19738,3
19739,7
19740,5
19741,1
19742,9
19743,0
19744,6
19745,5
19746,9
19747,9
19748,1
19749,2
19750,1
19751,5
19752,1
19753,6
19754,2
19755,8
19756,9
19757,3
19758,5
19759,0
19760,6
19761,6
19762,8
19763,2
19764,1
19765,9
19766,2
19767,1
19768,0
19769,0
19770,7
19771,0
19772,7
19773,0
19774,5
19775,1
19776,8
19777,9
19778,2
19779,7
19780,9
19781,1
19782,8
19783,2
19784,9
19785,0
19786,0
19787,6
19788,4
19789,8
19790,7
19791,8
19792,3
19793,4
19794,4
19795,0
19796,5
19797,0
19798,6
19799,7
19800,0
19801,2
19802,3
19803,1
19804,6
19805,9
19806,8
19807,2
19808,7
19809,4
19810,0
19811,7
19812,4
19813,9
19814,2
19815,1
19816,7
19817,0
19818,4
19819,5
19820,3
19821,0
19822,7
19823,9
19824,5
19825,8
19826,4
19827,6
19828,3
19829,1
19830,4
19831,9
19832,2
19833,3
19834,8
19835,3
19836,1
19837,7
19838,5
19839,4
19840,1
19841,7
19842,2
19843,7
19844,0
19845,5
19846,2
19847,6
19848,5
19849,1
19850,6
19851,5
19852,4
19853,2
19854,3
19855,0
19856,0
19857,5
19858,0
19859,9
19860,0
19861,5
19862,3
19863,8
19864,3
19865,3
19866,5
19867,5
19868,7
19869,5
19870,0
19871,0
19872,6
19873,5
19874,4
19875,2
19876,8
19877,3
19878,8
19879,1
19880,6
19881,4
19882,3
19883,1
19884,9
19885,2
19886,9
19887,5
19888,8
19889,2
19890,2
19891,5
19892,7
19893,1
19894,7
19895,6
19896,1
19897,1
19898,0
19899,0
19900,1
19901,0
19902,2
19903,7
19904,3
19905,8
19906,4
19907,0
19908,5
19909,9
19910,8
19911,7
19912,9
19913,9
19914,0
19915,6
19916,1
19917,1
19918,2
19919,5
19920,3
19921,4
19922,4
19923,0
19924,5
19925,2
19926,6
19927,8
19928,7
19929,0
19930,8
19931,8
19932,9
19933,9
19934,0
19935,4
19936,1
19937,9
19938,2
19939,1
19940,3
19941,5
19942,4
19943,5
19944,5
19945,6
19946,6
19947,8
19948,7
19949,3
19950,8
19951,4
19952,9
19953,6
19954,1
19955,6
19956,4
19957,5
19958,5
19959,6
19960,4
19961,3
19962,2
19963,6
19964,3
19965,1
19966,3
19967,1
19968,0
19969,6
19970,9
19971,9
19972,5
19973,0
19974,4
19975,3
19976,3
19977,7
19978,0
19979,5
19980,8
19981,2
19982,4
19983,6
19984,0
19985,6
19986,7
19987,8
19988,7
19989,0
19990,1
19991,9
19992,6
19993,5
19994,9
19995,5
19996,1
19997,4
19998,2
19999,5
20000,9
20001,7
20002,3
20003,7
20004,6
20005,5
20006,2
20007,4
20008,3
20009,0
20010,4
20011,0
20012,6
20013,8
20014,8
20015,3
20016,5
20017,1
20018,7
20019,8
20020,2
20021,2
20022,3
20023,8
20024,8
20025,9
20026,1
20027,2
20028,2
20029,7
20030,9
20031,7
20032,5
20033,5
20034,8
20035,1
20036,8
20037,5
20038,7
20039,4
20040,1
20041,2
20042,7
20043,5
20044,1
20045,1
20046,1
20047,7
20048,0
20049,9
20050,3
20051,1
20052,4
20053,9
20054,2
20055,4
20056,6
20057,1
20058,4
20059,0
20060,7
20061,8
20062,4
20063,1
20064,2
20065,1
20066,7
20067,8
20068,4
20069,1
20070,2
20071,3
20072,9
20073,4
20074,9
20075,6
20076,2
20077,2
20078,8
20079,3
20080,6
20081,4
20082,1
20083,9
20084,0
20085,9
20086,6
20087,0
20088,8
20089,7
20090,5
20091,5
20092,5
20093,1
20094,0
20095,3
20096,5
20097,4
20098,3
20099,2
20100,5
20101,8
20102,9
20103,6
20104,7
20105,8
20106,8
20107,1
20108,5
20109,4
20110,9
20111,9
20112,6
20113,0
20114,9
20115,8
20116,0
20117,4
20118,6
20119,5
20120,3
20121,6
20122,0
20123,6
20124,5
20125,9
20126,8
20127,0
20128,9
20129,9
20130,1
20131,1
20132,8
20133,7
20134,1
20135,6
20136,6
20137,9
20138,0
20139,5
20140,0
20141,6
20142,1
20143,4
20144,2
20145,1
20146,3
20147,6
20148,4
20149,3
20150,5
20151,6
20152,6
20153,6
20154,7
20155,6
20156,8
20157,7
20158,9
20159,2
20160,0
20161,7
20162,1
20163,9
20164,2
20165,3
20166,3
20167,6
20168,4
20169,9
20170,5
20171,4
20172,6
20173,0
20174,0
20175,4
20176,1
20177,1
20178,2
20179,4
20180,3
20181,4
20182,4
20183,9
20184,5
20185,5
20186,6
20187,9
20188,7
20189,5
20190,8
20191,3
20192,9
20193,1
20194,1
20195,9
20196,4
20197,8
20198,5
20199,5
20200,3
20201,9
20202,3
20203,8
20204,0
20205,7
20206,9
20207,4
20208,5
20209,5
20210,4
20211,1
20212,3
20213,7
20214,0
20215,9
20216,8
20217,7
20218,4
20219,3
20220,6
20221,3
20222,7
20223,2
20224,0
20225,7
20226,7
20227,9
20228,7
20229,4
20230,1
20231,1
20232,6
20233,4
20234,9
20235,4
20236,1
20237,0
20238,2
20239,2
20240,9
20241,2
20242,3
20243,0
20244,6
20245,5
20246,2
20247,9
20248,3
20249,4
20250,4
20251,3
20252,6
20253,9
20254,7
20255,0
20256,2
20257,4
20258,3
20259,7
20260,8
20261,4
20262,1
20263,9
20264,2
20265,5
20266,9
20267,2
20268,8
20269,9
20270,8
20271,6
20272,7
20273,1
20274,1
20275,4
20276,7
20277,3
20278,1
20279,7
20280,1
20281,9
20282,0
20283,2
20284,3
20285,6
20286,4
20287,6
20288,2
20289,9
20290,6
20291,0
20292,4
20293,4
20294,7
20295,7
20296,4
20297,1
20298,2
20299,8
20300,7
20301,1
20302,4
20303,7
20304,2
20305,5
20306,9
20307,9
20308,2
20309,7
20310,7
20311,7
20312,2
20313,3
20314,8
20315,9
20316,6
20317,7
20318,1
20319,6
20320,0
20321,1
20322,6
20323,6
20324,5
20325,3
20326,1
20327,8
20328,3
20329,9
20330,5
20331,1
20332,9
20333,0
20334,7
20335,8
20336,4
20337,4
20338,8
20339,1
20340,9
20341,5
20342,6
20343,3
20344,9
20345,4
20346,3
20347,1
20348,0
20349,8
20350,0
20351,8
20352,6
20353,7
20354,3
20355,3
20356,0
20357,9
20358,5
20359,9
20360,1
20361,3
20362,8
20363,8
20364,1
20365,9
20366,6
20367,4
20368,0
20369,7
20370,0
20371,8
20372,1
20373,5
20374,2
20375,9
20376,3
20377,3
20378,4
20379,7
20380,5
20381,2
20382,6
20383,1
20384,7
20385,7
20386,8
20387,0
20388,9
20389,5
20390,0
20391,0
20392,1
20393,1
20394,2
20395,4
20396,3
20397,7
20398,4
20399,3
20400,6
20401,9
20402,7
20403,7
20404,8
20405,7
20406,0
20407,8
20408,1
20409,9
20410,2
20411,8
20412,3
20413,2
20414,4
20415,6
20416,7
20417,0
20418,8
20419,0
20420,9
20421,7
20422,3
20423,2
20424,4
20425,3
20426,1
20427,5
20428,4
20429,3
20430,6
20431,2
20432,6
20433,9
20434,7
20435,2
20436,3
20437,1
20438,3
20439,2
20440,2
20441,2
20442,1
20443,9
20444,9
20445,2
20446,4
20447,2
20448,7
20449,9
20450,3
20451,7
20452,5
20453,2
20454,4
20455,1
20456,9
20457,3
20458,1
20459,4
20460,1
20461,9
20462,0
20463,4
20464,1
20465,7
20466,4
20467,4
20468,6
20469,3
20470,0
20471,8
20472,2
20473,1
20474,1
20475,5
20476,7
20477,0
20478,5
20479,6
20480,0
20481,0
20482,0
20483,4
20484,2
20485,6
20486,0
20487,2
20488,6
20489,4
20490,8
20491,3
20492,2
20493,6
20494,9
20495,4
20496,2
20497,7
20498,3
20499,3
20500,7
20501,2
20502,6
20503,7
20504,9
20505,1
20506,8
20507,9
20508,7
20509,0
20510,8
20511,6
20512,9
20513,2
20514,2
20515,8
20516,2
20517,9
20518,9
20519,2
20520,8
20521,2
20522,6
20523,8
20524,4
20525,2
20526,4
20527,5
20528,4
20529,5
20530,0
20531,7
20532,0
20533,5
20534,8
20535,1
20536,0
20537,3
20538,8
20539,3
20540,6
20541,2
20542,6
20543,3
20544,8
20545,9
20546,5
20547,0
20548,7
20549,2
20550,0
20551,7
20552,3
20553,9
20554,6
20555,1
20556,7
20557,7
20558,8
20559,8
20560,3
20561,9
20562,1
20563,5
20564,3
20565,7
20566,9
20567,2
20568,5
20569,3
20570,9
20571,6
20572,9
20573,4
20574,5
20575,7
20576,0
20577,8
20578,7
20579,8
20580,2
20581,7
20582,7
20583,0
20584,4
20585,5
20586,3
20587,7
20588,1
20589,5
20590,0
20591,8
20592,1
20593,9
20594,2
20595,6
20596,3
20597,5
20598,4
20599,7
20600,5
20601,0
20602,6
20603,1
20604,7
20605,3
20606,8
20607,0
20608,0
20609,3
20610,1
20611,2
20612,2
20613,8
20614,3
20615,3
20616,4
20617,8
20618,7
20619,4
20620,8
20621,0
20622,9
20623,2
20624,0
20625,3
20626,1
20627,5
20628,2
20629,8
20630,3
20631,0
20632,4
20633,4
20634,5
20635,9
20636,6
20637,9
20638,8
20639,8
20640,9
20641,0
20642,1
20643,9
20644,0
20645,7
20646,6
20647,8
20648,3
20649,4
20650,4
20651,4
20652,4
20653,1
20654,2
20655,6
20656,8
20657,0
20658,1
20659,8
20660,0
20661,0
20662,6
20663,3
20664,4
20665,8
20666,9
20667,5
20668,7
20669,3
20670,2
20671,1
20672,3
20673,1
20674,3
20675,9
20676,9
20677,1
20678,2
20679,4
20680,0
20681,6
20682,9
20683,9
20684,3
20685,1
20686,3
20687,0
20688,9
20689,8
20690,1
20691,9
20692,5
20693,7
20694,2
20695,4
20696,3
20697,9
20698,1
20699,9
20700,6
20701,4
20702,7
20703,6
20704,3
20705,1
20706,7
20707,3
20708,8
20709,2
20710,4
20711,8
20712,0
20713,4
20714,2
20715,5
20716,4
20717,5
20718,0
20719,7
20720,2
20721,8
20722,7
20723,0
20724,8
20725,4
20726,0
20727,3
